"Story","Title","Result","Date","Stability","Duration (s)"
"Login de usuario y compra de producto  en Demoblaze","Compra exitosa de producto","SUCCESS","2026-03-27T22:56:33.0937779-05:00[America/Bogota]","0.0","13.95"
