"Story","Title","Result","Date","Stability","Duration (s)"
"Login de usuario en Demoblaze","Login exitoso de usuario","SUCCESS","2026-03-23T22:17:06.836492-05:00[America/Bogota]","0.0","8.49"
"Registro de usuario en Demoblaze","Registro exitoso de usuario","SUCCESS","2026-03-23T22:17:32.2496258-05:00[America/Bogota]","0.0","6.2"
