"Story","Title","Result","Date","Stability","Duration (s)"
"Login de usuario en Demoblaze","Login exitoso de usuario","SUCCESS","2026-03-23T22:17:06.836492-05:00[America/Bogota]","0.0","8.49"
"Login de usuario y compra de producto  en Demoblaze","Compra exitosa de producto","SUCCESS","2026-03-23T22:17:15.5476244-05:00[America/Bogota]","0.0","16.48"
"Registro de usuario en Demoblaze","Registro exitoso de usuario","SUCCESS","2026-03-23T22:17:32.2496258-05:00[America/Bogota]","0.0","6.2"
